id,interest_group,word_count,sentence_count,complex_sentence_count,percent_complex_sentences,avg_sentence_len
usr_210314bef7,Looking for Both,2705,136,71,52.206,19.89
usr_6c237e0590,Looking for Women,548,23,8,34.783,23.826
usr_c4f7451f7e,Looking for Women,430,26,9,34.615,16.538
usr_0ea1d233e4,Looking for Men,758,61,16,26.23,12.426
usr_a4ecbea0a1,Looking for Men,956,20,13,65.0,47.8
usr_7a86b09354,Looking for Men,102,7,2,28.571,14.571
usr_145d4094eb,Looking for Women,240,14,8,57.143,17.143
usr_4cabf006ea,Looking for Men,359,21,12,57.143,17.095
usr_002801e2b5,Looking for Men,379,9,8,88.889,42.111
usr_92a91ee01b,Looking for Men,667,45,13,28.889,14.822
usr_096c1fc308,Looking for Men,136,12,2,16.667,11.333
usr_8f91ad41be,Looking for Men,223,13,6,46.154,17.154
usr_772c480194,Looking for Men,295,9,6,66.667,32.778
usr_a3452c4d95,Looking for Women,572,26,18,69.231,22.0
usr_a316ad1ed3,Looking for Women,286,15,8,53.333,19.067
usr_f6e0013eab,Looking for Women,687,50,18,36.0,13.74
usr_c0b3a89595,Looking for Women,368,32,7,21.875,11.5
usr_527d3d9c91,Looking for Women,579,38,19,50.0,15.237
usr_66fbc11cf7,Looking for Men,720,37,21,56.757,19.459
usr_c77d61e581,Looking for Women,384,17,13,76.471,22.588
usr_9c7bd4050f,Looking for Both,585,40,17,42.5,14.625
usr_5675b58976,Looking for Men,609,36,17,47.222,16.917
usr_a685339a27,Looking for Women,643,36,16,44.444,17.861
usr_169fe68959,Looking for Women,2285,58,35,60.345,39.397
usr_3471ae2b14,Looking for Men,314,17,8,47.059,18.471
usr_076c084131,Looking for Women,780,41,23,56.098,19.024
usr_75f07f3e1a,Looking for Women,1410,81,46,56.79,17.407
usr_6220c53bd4,Looking for Women,989,75,23,30.667,13.187
usr_df563a8c21,Looking for Women,135,10,4,40.0,13.5
usr_8d798f2ac8,Looking for Men,117,5,3,60.0,23.4
usr_36af460751,Looking for Women,497,30,14,46.667,16.567
usr_870452fa93,Looking for Women,359,21,8,38.095,17.095
usr_ca9dfe4c14,Looking for Both,891,39,24,61.538,22.846
usr_ba9d8d1b92,Looking for Men,142,8,4,50.0,17.75
usr_8ab426951e,Looking for Men,2033,158,59,37.342,12.867
usr_52bf981f18,Looking for Both,3850,256,118,46.094,15.039
usr_80c22d2507,Looking for Women,821,42,24,57.143,19.548
usr_df98b38087,Looking for Men,310,34,5,14.706,9.118
usr_b1185a9599,Looking for Women,1832,51,27,52.941,35.922
usr_f40be05c5f,Looking for Both,707,48,20,41.667,14.729
usr_321cbee0ad,Looking for Men,1024,44,26,59.091,23.273
usr_90a20138cd,Looking for Men,794,43,21,48.837,18.465
usr_3b7ae0f59b,Looking for Women,159,4,1,25.0,39.75
usr_2cf51205d0,Looking for Women,435,22,10,45.455,19.773
usr_564edb5079,Looking for Women,861,39,17,43.59,22.077
usr_c4a83cbbdf,Looking for Women,2507,132,64,48.485,18.992
usr_657eb75a0a,Looking for Women,1067,52,36,69.231,20.519
usr_6604a51053,Looking for Women,785,30,22,73.333,26.167
usr_370e9dbeca,Looking for Both,746,29,23,79.31,25.724
usr_f524dc772d,Looking for Women,293,23,8,34.783,12.739
usr_655f1ed2c4,Looking for Men,358,11,7,63.636,32.545
usr_60221ab882,Looking for Men,1125,41,26,63.415,27.439
usr_5d19c07e30,Looking for Women,234,10,4,40.0,23.4
usr_4fc014d179,Looking for Women,605,39,16,41.026,15.513
usr_da31a54b44,Looking for Women,305,10,7,70.0,30.5
usr_91f5407cf3,Looking for Men,168,5,4,80.0,33.6
usr_91a4ee8192,Looking for Women,928,41,25,60.976,22.634
usr_77683bbfb9,Looking for Women,401,26,10,38.462,15.423
usr_2d35fdfcae,Looking for Women,1040,76,27,35.526,13.684
usr_b4914ffd72,Looking for Women,1358,75,44,58.667,18.107
usr_e095117d98,Looking for Women,280,22,8,36.364,12.727
usr_e10455e54d,Looking for Women,1619,128,37,28.906,12.648
usr_b388085011,Looking for Women,512,24,18,75.0,21.333
usr_174539e3d3,Looking for Women,1141,39,30,76.923,29.256
usr_2d1d90850d,Looking for Women,545,33,12,36.364,16.515
usr_1c94368b35,Looking for Both,292,10,6,60.0,29.2
usr_b59b3aa4ec,Looking for Women,143,8,3,37.5,17.875
usr_aef0bc1982,Looking for Women,333,20,8,40.0,16.65
usr_51bb038ab9,Looking for Men,1797,90,48,53.333,19.967
usr_bc27cf28c9,Looking for Women,398,20,14,70.0,19.9
usr_dfe670cf74,Looking for Women,422,58,6,10.345,7.276
usr_aca50c1241,Looking for Both,535,33,16,48.485,16.212
usr_72ee7b01b7,Looking for Men,657,46,18,39.13,14.283
usr_340e6cc34d,Looking for Women,113,5,1,20.0,22.6
usr_30ff43ad3f,Looking for Men,934,70,21,30.0,13.343
usr_c2d0e67189,Looking for Women,205,17,6,35.294,12.059
usr_d78fe9d889,Looking for Women,806,71,17,23.944,11.352
usr_d97a99c3b7,Looking for Men,135,15,2,13.333,9.0
usr_58fe5bb1ed,Looking for Women,1000,37,30,81.081,27.027
usr_e180f374be,Looking for Men,751,45,21,46.667,16.689
usr_298b38ef40,Looking for Women,178,5,4,80.0,35.6
usr_8e94444f6f,Looking for Both,1478,111,38,34.234,13.315
usr_bc41567741,Looking for Women,507,30,13,43.333,16.9
usr_bac751c66d,Looking for Women,130,11,3,27.273,11.818
usr_fd38a10137,Looking for Women,192,15,5,33.333,12.8
usr_ad60c5f6a0,Looking for Men,2299,76,58,76.316,30.25
usr_b25bc47508,Looking for Women,293,25,7,28.0,11.72
usr_8bec96c14b,Looking for Women,2932,181,88,48.619,16.199
usr_d8d708ea6b,Looking for Women,109,8,3,37.5,13.625
usr_65721f6fe3,Looking for Women,476,28,13,46.429,17.0
usr_80304fd0b5,Looking for Women,785,30,22,73.333,26.167
usr_d76a063805,Looking for Women,489,28,13,46.429,17.464
usr_33e12a81c2,Looking for Men,499,22,12,54.545,22.682
usr_95a9b10018,Looking for Women,429,28,13,46.429,15.321
usr_9c3df10c8e,Looking for Men,708,18,13,72.222,39.333
usr_4ca3dd5a11,Looking for Women,2640,114,80,70.175,23.158
usr_3da85ea3ec,Looking for Women,8401,342,222,64.912,24.564
usr_5d087ea782,Looking for Women,2398,113,79,69.912,21.221
usr_028ffb91eb,Looking for Women,2655,206,61,29.612,12.888
usr_88c85ecc38,Looking for Women,1301,63,36,57.143,20.651
usr_66a6bdc77b,Looking for Women,1077,88,28,31.818,12.239
usr_ab89eb0bb3,Looking for Women,1674,90,46,51.111,18.6
usr_c5a8d4db9f,Looking for Women,840,50,23,46.0,16.8
usr_7fd82cd0b4,Looking for Women,489,34,14,41.176,14.382
usr_81ad59323d,Looking for Women,892,52,18,34.615,17.154
usr_107b467dd6,Looking for Men,535,11,4,36.364,48.636
usr_a3164c38df,Looking for Men,1309,80,35,43.75,16.363
usr_98a3a766b8,Looking for Women,159,4,1,25.0,39.75
usr_dc0f7360e9,Looking for Women,924,47,26,55.319,19.66
usr_6c464a7f53,Looking for Women,568,25,19,76.0,22.72
usr_e8711d37b3,Looking for Both,1746,116,45,38.793,15.052
usr_5279084c35,Looking for Both,2074,165,53,32.121,12.57
usr_58c9686525,Looking for Women,1279,79,32,40.506,16.19
usr_781710d5f3,Looking for Both,3116,191,91,47.644,16.314
usr_adef7c72b1,Looking for Women,195,14,4,28.571,13.929
usr_687f8c5cbf,Looking for Women,241,13,9,69.231,18.538
usr_75045befd8,Looking for Men,661,39,15,38.462,16.949
usr_f12e7c6cb0,Looking for Both,194,3,3,100.0,64.667
usr_466c43842b,Looking for Men,223,11,7,63.636,20.273
usr_48e483544a,Looking for Women,7524,320,239,74.688,23.512
usr_448a88249a,Looking for Women,596,54,13,24.074,11.037
